,id,title,lat,long,description,image_url,url,max_depth,region,dive_site_id_x,name,dive_site_id_y,animal_id,cluster,pca_1,pca_2,tsne_1,tsne_2
17,707,City Extra,1.44129,124.74175,"Known as Little Lembeh, this area is great for muck diving.",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/indonesia/city-extra/,,Indonesia,707.0,['Reef'],,,0,-0.5492704272109401,0.35380296500408914,52.641083,0.29838654
18,1369,Sumilon Manit,9.42722,123.38977,,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/philippines/sumilon-manit/,,Philippines,1369.0,"['Drift', 'Reef']",1369.0,[161],0,-0.5078405488729517,0.5417359369082564,14.146262,37.375843
19,1426,Cantil Isla San Pedro,5.55059,-72.9057,,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/colombia/cantil-isla-san-pedro/,,Colombia,1426.0,['Lake'],,,4,-0.7351759473565557,-0.5900032488957002,-36.188236,-38.15244
20,1427,Bahia Rocas Lindas,5.55995,-72.88622,,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/colombia/bahia-rocas-lindas/,,Colombia,1427.0,['Lake'],,,4,-0.7351759473565557,-0.5900032488957002,-36.14076,-38.188183
21,1428,Barry's Place,5.52125,-72.91858,,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/colombia/barrys-place/,,Colombia,1428.0,['Lake'],,,4,-0.7351759473565557,-0.5900032488957002,-36.491642,-37.815228
22,353,Banzai,15.2883,145.81548,Banzai site is accessible by boat during the summer season (May~Aug) only due to high waves,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/70/92/7092853738d15dd0b40e67d6f9599ba6.webp,https://www.padi.com/dive-site/northern-mariana-islands/banzai/,,Northern Mariana Islands,353.0,"['Drift', 'Wall']",,,6,-0.5772439169468107,-0.04848438203663427,-39.572414,12.4052925
23,21,Mini Wall,20.82488,-86.87603,"Shallow site. 30 ft maximum depth. Decent line. Large and interesting coral formations, man-made lobster homes and sometimes turtles sightings in the grass.",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/mexico/mini-wall/,,Mexico,21.0,"['Reef', 'Wall']",21.0,"[13, 77, 29]",3,-0.2042597982439635,0.4700814240367439,-22.298248,40.496933
24,46,Lavezzi Citta' delle cernie,41.34022,9.278,,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/france/lavezzi-citta-delle-cernie/,,France,46.0,['Wall'],,,6,-0.6379473855197209,-0.2525578666408156,-49.080193,7.0941434
25,5,THE HOLE / GREEN BAY CAVES,34.99989,34.06868,"Shore entry leading over reefs to a series of caves and swim-throughs, with amazing panoramic drop-offs and lots of marine life. In the caves there are hatchet-fish, squirrelfish and groupers, as well as orange cave fish and a few five-stripe cardinalfish. Turtles, morays and octopus are also sometimes seen. Maximum depth 18m.",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/b7/96/b79669fdcab3a66aa4d5801acf011f3b.webp,https://www.padi.com/dive-site/cyprus/the-hole-green-bay-caves/,,Cyprus,5.0,"['Cave', 'Reef']",5.0,"[40, 51, 2, 37, 49, 25, 23, 20, 52, 53, 10, 30, 44, 24, 54, 26, 55, 8]",1,1.9815516209895496,-0.3999428964547913,-1.2360201,-16.345173
26,20,18th Palm,12.13785,-68.27659,House reef of Plaza Beach & Dive Resort and Toucan Diving!,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/bonaire/18th-palm/,,Bonaire,20.0,['Beach'],20.0,"[6, 40, 23, 16, 18, 44, 89, 53, 1, 77, 27, 52, 10, 43, 8, 29, 57, 74, 90, 22, 20, 37, 38, 13, 91, 2, 92, 51, 93, 17, 94, 95, 25, 24, 96]",7,3.497509075032208,-1.0640477197481564,35.269764,48.458576
27,1588,Isola di Bergeggi,44.23427,8.44479,,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/italy/isola-di-bergeggi/,,Italy,1588.0,"['Reef', 'Wall']",1588.0,[1],3,-0.23747864406482216,0.4781040471200128,-19.05014,36.63089
28,14,Nemo Reef,12.03864,92.98664,Nice and clear water with an abundance of marine life as well as corals. It has a flat sandy bottom with a gradual slope starting right from the shore.,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/c4/cc/c4cc0b1668edfd952ca4aae1a8ae0a7c.webp,https://www.padi.com/dive-site/india/nemo-reef-2/,,Andaman and Nicobar,14.0,"['Beach', 'Reef', 'Sandy bottom', 'Channel', 'Ocean']",14.0,"[23, 38, 69, 70, 27, 71, 43, 72, 24, 57, 73, 52]",0,0.7442612121005315,0.5365342434575251,11.623115,-0.39788496
29,1,HMS Maori,35.9025,14.51532,"Max Depth: -15mt √ Shore dive √ Beginners Freedivers and Scuba divers HMS Maori is one of the many World War II wrecks around Maltese islands, but unlike most of them that are deep boat dives, Maori is a shallow dive that can be done from the shore. She is a real war wreck suitable for novice divers also. Maori lies on a sandy bottom with a maximum depth of 16 metres. The wreck is about 42 metres in length and quite broken. HMS Maori was a 115 metres long British destroyer that sunk in Gran…",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/2d/8c/2d8cfafb53ccc04b34f02470b193cd69.webp,https://www.padi.com/dive-site/malta/hms-maori/,,Malta,1.0,"['Wreck', 'Reef']",1.0,"[1, 2, 3, 4, 5]",5,0.0694218784311356,-0.08188949621947696,29.262878,-28.302238
30,2,USAT Liberty Shipwreck,-8.27396,115.59307,"This is probably the most famous dive site in Bali. The wreck is 120m long and it sunk off the coast of Tulamben in 1963. This is an easy dive site accessible by shore, but at the same time very interesting and home to amazing creatures. Anemones, soft and hard corals are grown all over the wreck.",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/6c/75/6c75b5ca3c2c6789390d49cf45e8886f.webp,https://www.padi.com/dive-site/indonesia/usat-liberty-shipwreck/,,Indonesia,2.0,"['Wreck', 'Beach', 'Wall']",2.0,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 4, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 1, 36, 37, 38, 2, 39, 40, 41, 42, 43]",1,4.27379559482051,-1.3987568133850885,48.072224,40.802837
31,3,Ped,-8.67438,115.51499,"Ped dive site consists of a fairly wide and shallow plateau where there is an impressive diversity of flora and fauna. Turtles love this site and we come across them quite often. Following the plateau, a wall takes us to the seabed. Here, the chances of crossing a Mola-Mola during the season are relatively high. The macro is also omnipresent : it is an explosion of colors !",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/17/d8/17d85110b1f21c41287255d2997b1362.webp,https://www.padi.com/dive-site/indonesia/ped/,,Indonesia,3.0,['Drift'],3.0,"[10, 44, 17, 25, 18, 6, 45, 46, 42, 27, 14, 47, 38, 1, 30, 23, 48, 49]",1,1.8994330836159072,-0.3315454191009425,27.716364,35.748898
32,4,Manta Point,-8.79547,115.52553,"One of the most famous dive sites in the Bali region, this is a manta cleaning station on the southwest coast of Nusa Penida. An exposed site, Manta Point can only be dived when conditions are favourable. Coral growth is not prolific here, with bottom topography consisting of limestone rocks and small, sandy bays. Reef mantas (manta alfredi) seek shelter provided by the bays for cleaning, socialising and also for feeding when plankton aggregations occur. In addition to mantas, blue spotted stin…",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/e3/9e/e39eed5b53e83aa50982d89d613ea141.webp,https://www.padi.com/dive-site/indonesia/manta-point-3/,,Indonesia,4.0,['Reef'],4.0,"[4, 50, 12, 11, 14]",0,-0.05746528458527784,0.44347795263874906,39.699867,12.633139
33,6,Tulamben,-8.27341,115.59235,"The wreck lies in shallow water and is considered appropriate for divers of all certification levels. The ship rests in 30 metres of water, is roughly 25 metres from shore and can be reached with a short swim from the beach. The highest point of the wreck tops out about 5 metres from the surface. The ship was torpedoed by the Japanese off the nearby Island of Lombok and the ship was towed to the beach at Tulamben for salvage operations. The 1963 eruption of Mt. Agung, which devastated much of t…",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5c/44/5c44d18b407c3a9520f999c063b49e39.webp,https://www.padi.com/dive-site/indonesia/tulamben/,,Indonesia,6.0,['Wreck'],6.0,"[7, 24, 26, 2, 38, 37, 16, 31, 18, 20, 17, 8, 14, 9, 6, 19, 22, 21, 4, 23, 27, 15, 13, 43, 10, 40, 42, 36, 1, 35, 30, 29, 28, 12, 11, 25, 33, 56, 41, 32, 39, 34]",1,4.270208726958167,-1.4198245204819886,48.086708,40.786667
34,7,Cyclops,34.98637,34.0785,"Beautiful dive site in the new marine reserve. It is suitable for deep dives up to 40 meters deep. However, it can also be very interesting as a shallower dive. A natural underwater road makes navigating to embark and disembark easy. You can find moray eels, lionfish, turtles, squid, groupers and whatever else swims in front of your mask.",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/10/b8/10b8fb4a9ce912418fb96ef50b6b0ce7.webp,https://www.padi.com/dive-site/cyprus/cyclops/,,Cyprus,7.0,"['Wall', 'Channel', 'Ocean']",7.0,"[10, 49, 57, 37, 2]",6,0.057434435127739186,-0.056959014903609245,-38.28618,0.39951894
35,8,C-56 (Juan Escutia) Shipwreck,20.85353,-86.83752,"Deep/multilevel dive. 90 ft maximum depth. Decent line. Scuttled in October of 2000, this WWII era US Navy gun ship is now fully encrusted in coral growth. Home to sting rays, eels and barracuda. When in season, spotted eagle rays can be seen flying over the wreck. Schools of bait fish and their predators can often be seen.",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/1d/ef/1def5e0a267f3ba7d6d6e468153b71e1.webp,https://www.padi.com/dive-site/mexico/c-56-juan-escutia-shipwreck/,,Mexico,8.0,['Wreck'],,,5,-0.6733186254152025,-0.7127382417380922,3.9897707,-52.872498
36,9,SS Dunraven Wreck,27.70466,34.12388,This wreck of a British Steamer is on the Southern edge of Sha’ab Mahmoud which is also known as Beacon Rock as the wreck is directly below the South Cardinal Beacon. It is about another hour boat ride past Ras Mohammed and is prone to the weather conditions. Once at the reef there is some protection from the waves but it can still be a little rough. The Dunraven was built in 1873 in Newcastle and hit the reef in 1876. It has sunk in 30m of water right next to the reef wall and is completely up…,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/54/00/5400da7aa84ead48f45088be3a355759.webp,https://www.padi.com/dive-site/egypt/ss-dunraven-wreck/,,Egypt,9.0,"['Wreck', 'Reef', 'Wall']",9.0,"[4, 52, 58, 10, 30, 1, 38]",3,0.7524016679019616,-0.002459145804476775,-10.067694,40.260597
37,10,Gilboa Quarry,41.01597,-83.93349,"Gilboa Quarry is the best inland place to scuba dive in the Midwest! It is a 14+ acre limestone quarry, located in Northwest Ohio. There are wooded campgrounds encompassing over half the quarry’s perimeter. It truly is a great location for diving and dive training. The quarry provides two distinct personalities: the shallow side at 5 – 65 ft provides great recreational enjoyment, while the deep side, with depths of 130 plus feet, is suitable for technical training. There are a multitude of ite…",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/0e/2b/0e2b251b2827a75f2c04485cd78cc0cd.webp,https://www.padi.com/dive-site/united-states-of-america-usa/gilboa-quarry/,,United States,10.0,['Lake'],10.0,"[59, 60]",4,-0.7010248421424718,-0.5911365279134606,-41.514618,-39.896603
38,11,Rainbow River,29.0475,-82.4582,"Rainbow River Dive Tour Crystal clear fresh springs water with 200 ft of visibility. Beautiful year round Florida weather Fish, Turtles, and sometimes Otters. Grass beds filtering the water. Bird species. Spring beds dotting the bottom. A small cavern at the end of the trip. And yes even Sharks Teeth and fossils. The deepest depth of the river is 25 ft. so snorkelers can free dive as well as this depth gives divers longer bottom time than deeper dives. While drifting the Rainbow River the boat…",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/a9/94/a994f68ffb3a90d1df355bd81507683f.webp,https://www.padi.com/dive-site/united-states-of-america-usa/rainbow-river/,,United States,11.0,['Drift'],11.0,[61],2,-0.5735939579821152,-0.19857214001238968,-21.704903,9.56423
39,12,3 Rocks (Sharm rock),25.48258,56.36594,"5-13m Classed as one of our local dive sites 3 rocks is literally on the doorstep and a great last dive of the day or as a night dive. The site is made of three large pinnacles close together with a crack running along the top and is around 150m long and 100m wide. There is also a 4th rock but we do not dive this on a regular dive plan, but the more experienced divers would go here on occasions. The site will nearly always deliver Turtles and Cuttle Fish and very friendly Jaw Fish. The site …",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/2c/e8/2ce83ec488aa41aa153c45990ee2e927.webp,https://www.padi.com/dive-site/united-arab-emirates/3-rocks-sharm-rock/,,United Arab Emirates,12.0,['Reef'],12.0,"[39, 47, 10, 43, 42, 13, 62, 44, 28, 3, 63, 2, 53, 64, 65, 7, 6, 25, 40, 26, 23, 1, 27, 66, 67, 38, 68]",1,2.3868532184721256,0.034819347248451295,41.27052,20.685486
40,13,El Torin,11.3108,-74.19037,,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/colombia/el-torin/,,Colombia,13.0,"['Reef', 'Wall']",,,3,-0.5165870637404915,0.5116899611294535,-20.794127,41.36095
41,103,Rainbow Reef,12.16361,109.30036,,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/vietnam/rainbow-reef-2/,,Vietnam,103.0,['Reef'],103.0,"[56, 17, 10, 52, 8, 25, 22, 75, 27, 1, 101, 44, 26, 40, 97]",1,1.6733895066511428,-0.035807071478199434,45.68889,22.392466
42,15,Casino Point Dive Park,33.34906,-118.32421,"One of the most popular dive sites in North America is well worth the acclaim. Featuring enchanting kelp forests, ever-changing marine life and convenient entry, the Casino Point Dive Park is a site you will want to visit again and again.",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/06/8c/068ca23c8292937bcefe76a2e0989b1a.webp,https://www.padi.com/dive-site/united-states-of-america-usa/casino-point-dive-park/,,United States,15.0,['Beach'],15.0,"[74, 3, 52, 75, 76, 4, 25, 1, 30, 28, 77, 78, 8, 20]",1,1.2044463592041759,-1.2087909562593901,1.9394029,-18.840036
43,16,"Lekuan 1, 2, 3",1.59822,124.76752,"One of the most popular dive sites on Bunaken Island. Coral drops, turtles, Napoleon Fish etc. It's stunning.",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/indonesia/lekuan-1-2-3/,,Indonesia,16.0,"['Reef', 'Wall']",16.0,"[79, 80, 11, 81, 49, 82, 25, 23, 18, 41, 31, 83, 27, 64, 13, 30, 43, 44, 16, 61, 62, 10, 7, 77, 84, 2, 38, 1, 6, 8, 69]",1,3.071625518537445,0.1886633312480197,42.81952,29.65605
44,17,Moc-Che,20.6407,-87.04884,,https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/mexico/moc-che/,,Mexico,17.0,"['Drift', 'Reef']",17.0,"[85, 86, 12, 38, 17, 8, 37, 87, 11]",0,0.36462248781774975,0.5378799726519498,21.010511,43.6457
45,18,Fish Market,20.81187,-86.8826,"Shallow reef, FULL of fish. 30 ft maximum depth. Decent line. Excellent site for novice divers, long bottom times and photography. Short boat ride, just 8 minutes from the Marina.",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/5d/fd/5dfd20e4c826b825693453c55864372f.webp,https://www.padi.com/dive-site/mexico/fish-market/,,Mexico,18.0,['Reef'],,,0,-0.5342706544601323,0.3839892340063363,43.443264,4.1450586
46,19,The Zenobia Wreck,34.885,33.74,"The Zenobia Wreck is one of the top ten wreck dives in The World, as voted by divers each year. She sank on 7th June 1980, and rests on her port side between 19m and 42m. MS Zenobia was a Swedish built Challenger-class RO-RO ferry 172m long, and sank with over 100 vehicles and lorries. Engineers discovered that the computerized pumping system was pumping excess water into the side ballast tanks due to a software error. It has become a haven for a range of fantastic marine life. The outside of t…",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/2a/68/2a68ddd5f17d6a37baa525e4b587051b.webp,https://www.padi.com/dive-site/cyprus/the-zenobia-wreck/,,Cyprus,19.0,"['Wreck', 'Sandy bottom']",19.0,"[88, 70]",5,-0.5748996193498149,-0.6153062855699598,8.959053,-40.121956
47,22,Aquarium,20.80503,-86.87997,"Intermediate site. 47 feet maximum depth. No decent line. Also know as Jardines or finger reef, this site is expansive with many routs through its riches of life. Mini canons (fingers) of coral where you can drop down out of the current and be surrounded by healthy reef, but good buoyancy control is key. Large schools of pork fish and grunts, eels, rays and sometimes turtles can be seen here.",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/90/73/907394b06da8f846f176c0cde4da5424.webp,https://www.padi.com/dive-site/mexico/aquarium-4/,,Mexico,22.0,['Reef'],,,0,-0.5210031926714122,0.41007832066880445,47.121014,-8.040862
48,23,Car Pile (The Dive Bus House Reef),12.08878,-68.90425,"The barge carrying cars and trucks from the 50s, were sunk in the early 70s to create an artificial reef and encourage marine life back into the area. The cars and trucks are now totally integrated into the reef - look out for moral eels swimming through car headlamps, and check out your reflection in the chrome bumpers... Car Pile starts at approx 45 ft / 13m and gets increasingly interesting the deeper you go so watch your depth! Explore the shallow reef on your way back for a super-long an…",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/f7/28/f72828e2de27251b63156bcfafba61d8.webp,https://www.padi.com/dive-site/curacao/car-pile-the-dive-bus-house-reef/,,Curacao,23.0,"['Wreck', 'Reef', 'Wall']",23.0,"[10, 6, 97, 98, 99, 56, 74, 44, 58, 100, 4, 20, 16, 53, 77, 27, 22, 23, 1, 101, 57, 43, 18]",1,2.2156440673944173,0.18523187682566583,30.248602,43.01795
49,24,White Star Quarry,41.37146,-83.31717,"Diving at White Star Quarry is considered to be the best inland diving that Northern Ohio has to offer. White Star is place to dive that is local, convenient and understands that recreational activities are important to you. It is also a place where we can bring our non-diving friends and family with us, without having to pay to have them sit and watch.",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/49/4b/494b15bad282e239db053aa4fca873d4.webp,https://www.padi.com/dive-site/united-states-of-america-usa/white-star-quarry/,,United States,24.0,['Lake'],,,4,-0.7080064907175233,-0.5746483561383945,-38.05575,-36.208714
50,25,Christ of the Abyss,25.07627,-80.1753,"Located at Key Largo Dry Rocks, this popular site features the famous nine-foot statue of Jesus donate by the Cressi family, popular dive-gear manufacturers. Sand channels in the coral feature moray eels, crabs, grouper and, if you're lucky, eagle rays!",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/ad/11/ad11a2eb87abe1f358b45c6ce2aad8cf.webp,https://www.padi.com/dive-site/united-states-of-america-usa/christ-of-the-abyss-2/,,United States,25.0,['Reef'],,,0,-0.5212066706354435,0.3737164397558846,48.941124,-14.645588
51,26,Cliff,12.17446,-68.29036,"Entry at second gate Hamlet Oasis. Easy rocky entrance and you will find a pipe on your right (navigation marker) running down the reef. The reef starts straight from the shore. Follow the reef to the South, after about 10 minutes the reef becomes a huge vertical wall covered with beautiful plate corals and whip corals. Lots of creatures hiding in and on the wall. if you continue following the wall at around 18-meter depth you will come across some big elephant ear sponges. Keep an eye out fo…",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/12/c3/12c3ce19bf3972f679188b84b538f965.webp,https://www.padi.com/dive-site/bonaire/cliff-2/,,Bonaire,26.0,"['Reef', 'Sandy bottom', 'Wall', 'Ocean']",26.0,"[102, 103, 7, 25, 44, 12, 29, 4, 19, 18, 22, 23, 3, 43, 56, 37, 104, 2, 105, 51, 106, 20, 1, 52, 80, 77, 10, 16, 95, 47, 38, 8, 6, 96, 101, 107, 108, 85, 91, 17, 53, 11, 109, 110, 5, 40]",7,4.2263514265360005,0.39199035562704637,35.173706,46.074272
52,27,Magic Point,-33.95991,151.26443,"Magic Point is synonymous with shark scuba diving! It is best known for its grey nurse sharks, as well as Port Jackson sharks, crested horn sharks and wobbegong sharks. The dive site itself can start as shallow as 8 metres depending on where the boat drops its anchor. From there you cruise east and drop down to 15 metres with the aid of a wall. Along here you will find a larger and a smaller cave where Grey Nurse Sharks hang about. Continue east and the seafloor becomes covered with small boul…",https://d2p1cf6997m1ir.cloudfront.net/media/thumbnails/d1/fa/d1fa22af237281bc443bd201d7178f82.webp,https://www.padi.com/dive-site/australia/magic-point/,,Australia,27.0,['Ocean'],27.0,"[111, 10, 4, 112, 113, 7, 12, 30, 25, 114, 52, 115, 9, 2, 8, 116, 117, 118, 75, 24, 26, 119]",1,1.5526646940949524,-0.7939258207054177,-0.42536095,-11.977487
